Open,High,Low,Close,Open_change,High_change,Low_change,Close_change,hammer,pin_bar,karasaka,tonkachi,piercing,inside_bar,outside_bar,three_white,three_black,morning_star,evening_star,MA_40,MA_100,upper_band,lower_band,upper_band_mid,lower_band_mid,upper_band_long,lower_band_long,RSI,RSI_mid,RSI_long,MACD,MACD_signal,MACD_hist,MACD_mid,MACD_signal_mid,MACD_hist_mid,MACD_long,MACD_signal_long,MACD_hist_long,avg_candle_size
0.025164678938924823,0.0,0.07874791719344643,0.03537584083970735,0.5885855308593501,0.5622582189313907,0.5782472593567352,0.5928084879253532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007226865777091973,0.0,0.01878746581854962,0.01581534112124494,0.025442744833599207,0.0,0.01878746581854962,0.40734014046098443,0.38140829719904357,0.3533745688446932,0.5674819076086064,0.5989915775734114,0.4125150682427351,0.5760423933765666,0.5887073231148117,0.5140430305922028,0.33764879250845103,0.3032669184774887,0.6117373524970866,0.0
0.021944240008410887,0.015687038305941314,0.07952701111046245,0.05280625497967506,0.592201591235964,0.62619228058495,0.5851077532752101,0.6483307694731655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023491477165293873,0.006553159667557651,0.005547825809747664,0.01817588243538104,0.016123101205039347,0.025639746966119148,0.005547825809747664,0.01817588243538104,0.5123417695673196,0.4490431558968705,0.402264228726543,0.5724126640584571,0.5915689338799015,0.4421078177674439,0.5787171653884039,0.5874136101540222,0.5277234886549899,0.3441001784790827,0.30873841526329104,0.6173836818321253,0.0025152696824708443
0.039694366860334895,0.026990622976056144,0.09737269216389244,0.05908332272129435,0.6485788145214816,0.6142351319484428,0.6402222209453365,0.6179232780070306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004796070883381631,0.0059158924712221506,0.012093501749959046,0.018555858335217223,0.017096331031435597,0.026157347018681776,0.012093501749959046,0.018555858335217223,0.5454890415037277,0.47189811884628996,0.41937508466131734,0.580098485206556,0.5873551691139742,0.47143026744207245,0.5832211223333128,0.5873421136506374,0.5438217257818084,0.35150470451714677,0.31465800403997535,0.6254945460031075,0.006048891003294088
0.041791423438578335,0.01553333583637695,0.08788309052833654,0.04682331913761928,0.6064857522745462,0.5524986253032862,0.5520003951449003,0.5675367114070028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006843983062642778,0.005252349947836521,0.012455013123373604,0.023708203452237342,0.01639595785717418,0.025796101974668417,0.012455013123373604,0.023708203452237342,0.4516333752939867,0.4097878164899921,0.37913926411882604,0.5752866833404627,0.5829046068801682,0.469266433283274,0.5812275289399385,0.5868584525283276,0.5383929625455226,0.355437094875202,0.3202128071481317,0.6188916004714821,0.00888037947196274
0.03355290525189858,0.02752799496888514,0.08908685006170103,0.06440136269844032,0.5787491139353276,0.6161110352469628,0.586475730837635,0.6486805269677206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009373072229108104,0.00480575990340526,0.014328081775124346,0.032105666025914914,0.017687107913099354,0.025946211292769306,0.014328081775124346,0.032105666025914914,0.5466422193097048,0.4743926590458972,0.42689656480062177,0.584188299650067,0.5813412766551113,0.4956497020778067,0.5865704030366851,0.5876144563051223,0.5547210191533957,0.3631361831183803,0.32626039942674995,0.6278115234066812,0.014150025447017711
0.05175215648270459,0.025221284624121765,0.10084241555853879,0.05937858156300102,0.6497327969030348,0.5773061626013937,0.6205186944857976,0.5872115089243717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011966688417428983,0.004247292826672577,0.01604208922990935,0.03638101903431412,0.014373719716006761,0.027077163791634717,0.01604208922990935,0.03638101903431412,0.5083951966025142,0.449012821059242,0.4104262636670948,0.5859702777135551,0.580490407649992,0.5021601092132008,0.5884518765451631,0.5886217388741528,0.5580306993314398,0.36903173998646094,0.33232654049641697,0.62814727304692,0.017220738254314583
0.04665979456845193,0.021607516637413227,0.09935554561427473,0.05583434852038138,0.5872046267636655,0.5737608322962233,0.577800065333116,0.5912229607507113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014472318638851789,0.0034812222185589548,0.015260808645253476,0.042262449261134094,0.007069112073404327,0.03059513166892458,0.015260808645253476,0.042262449261134094,0.48083823214825316,0.43092243258953966,0.3987721183894448,0.5833158972560233,0.5792141896832524,0.4982733083077306,0.5879477245792112,0.5893197181516996,0.5539567583365816,0.3735872756678597,0.33812838901455056,0.6233633424467091,0.019843964983301987
0.04253996407005012,0.027374292499320774,0.09701826386322487,0.05760702851276278,0.5898066805513025,0.5992007983645561,0.5750584662891409,0.6056734259876728,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01652026066409995,0.002697358869294675,0.01573454323315282,0.04222778289541651,0.0,0.03445163393566375,0.01573454323315282,0.04222778289541651,0.4921150264084415,0.43795945272161674,0.40370998775589784,0.5813946282079382,0.5777621695462242,0.49666684374259323,0.5876789862193255,0.5898206138158595,0.5513609016674227,0.37813774435739034,0.3437177480174976,0.6195170929477088,0.020067766886711524
0.04875685114669537,0.01983935158677319,0.0,0.0,0.6175390363366681,0.5631328302296809,0.26982748987144706,0.44427958418212066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01717161946379875,0.0014694399067476382,0.02912827021335751,0.020161722405413585,0.0003054329983722681,0.027241185328016115,0.02912827021335751,0.020161722405413585,0.1800033904026424,0.19353321266421486,0.2293021277785725,0.5334022274041458,0.5658332321841002,0.40092970781096016,0.5617368372655881,0.5846718584425944,0.4769473871600488,0.368732986576197,0.3462301878807577,0.563822115766858,0.01556194350467699
0.0,0.07712461398387482,0.062177313563150705,0.09675023693958629,0.4701038335690382,0.7389615349284006,0.7849920413137776,0.8652733791515586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020641543648725502,0.001190639549216499,0.04540308842278051,0.015884512593057565,0.008524318923237573,0.02221275635174358,0.04540308842278051,0.015884512593057565,0.5633366312624327,0.49323623503335934,0.46673387184599746,0.5711728175408461,0.564764092160277,0.5001655680959395,0.5807378874385423,0.5846175056221854,0.5440475311799414,0.3825785273256308,0.3511242193398779,0.6069310450444172,0.02166487189548505
