epoch,step,train_loss_epoch,train_loss_step,train_r2_epoch,train_r2_step,val_loss,val_r2
0,9,,,,,0.028370995074510574,-7.613603591918945
0,9,0.03764709085226059,,-0.13459643721580505,,,
1,19,,,,,0.006969908718019724,-0.4702151417732239
1,19,0.0051309517584741116,,0.8426159620285034,,,
2,29,,,,,0.0016744190361350775,0.6838753819465637
2,29,0.002349984599277377,,0.9305070638656616,,,
3,39,,,,,0.0009793315548449755,0.8121310472488403
3,39,0.0015378928510472178,,0.9547902941703796,,,
4,49,,0.0008145328029058874,,0.9763048887252808,,
4,49,,,,,0.0013519000494852662,0.8065900206565857
4,49,0.0010353189427405596,,0.9685056805610657,,,
5,59,,,,,0.0007062891963869333,0.6510474681854248
5,59,0.0010505772661417723,,0.9684436917304993,,,
6,69,,,,,0.0006343765999190509,0.9124755859375
6,69,0.0007751825032755733,,0.9772459864616394,,,
7,79,,,,,0.0018332811305299401,0.6795268058776855
7,79,0.0008069562027230859,,0.9754263162612915,,,
8,89,,,,,0.0004621497355401516,0.8999835848808289
8,89,0.0018462184816598892,,0.9455517530441284,,,
9,99,,0.000991030246950686,,0.9730722904205322,,
9,99,,,,,0.0011956600937992334,0.7556314468383789
9,99,0.0006951306131668389,,0.9789986610412598,,,
10,109,,,,,0.001237925374880433,0.7946433424949646
10,109,0.0010704242158681154,,0.9673887491226196,,,
11,119,,,,,0.0006558826426044106,0.6835406422615051
11,119,0.0006333678029477596,,0.9813963770866394,,,
12,129,,,,,0.0002713734866119921,0.9574193358421326
12,129,0.0010736497351899743,,0.9681355357170105,,,
13,139,,,,,0.0004111336311325431,0.7976844310760498
13,139,0.000970765482634306,,0.9706189036369324,,,
14,149,,0.002286432310938835,,0.9384312033653259,,
14,149,,,,,0.00043325655860826373,0.9289780259132385
14,149,0.0007963700336404145,,0.977359414100647,,,
